id_evento_a,nombre_a,id_evento_b,nombre_b,deporte,disciplina,genero_a,genero_b,similitud,regla_detectada,auto_merge_candidate,razon,fuentes_a,fuentes_b,coexistencia_misma_fuente,tokens_extra_a,tokens_extra_b,perdida_multiplicidad,clasificacion_final,razon_refinada,semantic_key_a,semantic_key_b,distancia_a,distancia_b,peso_a,peso_b,modalidad_a,modalidad_b,clasificacion_phase5,razon_phase5
702,"Dueling Pistol, 30 metres, Men (Olympic)",743,"Dueling Pistol, 30 metres, Team, Men (Olympic)",Shooting,Shooting,MEN,MEN,0.935065,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1912', 'Summer')]",,team,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [], [""30:m""], [], [], [""dueling"", ""pistol""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [""30:m""], [], [], [""dueling"", ""pistol""]]",30:m,30:m,,,,team,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
704,"Military Revolver, 1873-1874 Gras Model, 20 metres, Men (Intercalated)",705,"Military Revolver, 20 metres, Men (Intercalated)",Shooting,Shooting,MEN,MEN,0.807339,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1906', 'Intercalated Games')]",1873 1874 gras model,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [], [""20:m""], [], [], [""1873"", ""1874"", ""gras"", ""intercalated"", ""military"", ""model"", ""revolver""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [], [""20:m""], [], [], [""intercalated"", ""military"", ""revolver""]]",20:m,20:m,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
708,"Free Rifle, Any Position, 300 metres, Men (Intercalated)",750,"Free Rifle, Any Position, 300 metres, Men (Olympic)",Shooting,Shooting,MEN,MEN,0.845361,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,intercalated,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [], [""300:m""], [], [], [""any"", ""free"", ""intercalated"", ""position"", ""rifle""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [], [""300:m""], [], [], [""any"", ""free"", ""position"", ""rifle""]]",300:m,300:m,,,,,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
713,"Free Rifle, 400, 600 and 800 metres, Team, Men (Olympic)",2276,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",Shooting,Shooting,MEN,MEN,0.737864,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente2 | fuente3,,,shooting,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [""600/800:m""], [], [], [""400"", ""free"", ""rifle""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [""600/800:m""], [], [], [""400"", ""free"", ""rifle""]]",600/800:m,600/800:m,,,team,team,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
714,"Small-Bore Rifle, Standing, 50 metres, Men (Olympic)",2463,"Shooting Men's Small-Bore Rifle, Standing, 50 metres",Shooting,Shooting,MEN,MEN,0.721649,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente2 | fuente3,,,shooting,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [], [""50:m""], [], [], [""bore"", ""rifle"", ""small"", ""standing""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [], [""50:m""], [], [], [""bore"", ""rifle"", ""small"", ""standing""]]",50:m,50:m,,,,,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
714,"Small-Bore Rifle, Standing, 50 metres, Men (Olympic)",2464,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",Shooting,Shooting,MEN,MEN,0.72549,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente2 | fuente3,,,shooting team,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [], [""50:m""], [], [], [""bore"", ""rifle"", ""small"", ""standing""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [""50:m""], [], [], [""bore"", ""rifle"", ""small"", ""standing""]]",50:m,50:m,,,,team,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
723,"Military Rifle, 200/500/600/800/900/1,000 yards, Team, Men (Olympic)",2436,"Shooting Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team",Shooting,Shooting,MEN,MEN,0.790698,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente2 | fuente3,,,shooting,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [""200/500/600/800/900/1000:yd""], [], [], [""military"", ""rifle""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [""200/500/600/800/900/1000:yd""], [], [], [""military"", ""rifle""]]",200/500/600/800/900/1000:yd,200/500/600/800/900/1000:yd,,,team,team,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
727,"Military Rifle, 200, 400, 500 and 600 metres, Team, Men (Olympic)",751,"Military Rifle, 200 metres, Men (Olympic)",Shooting,Shooting,MEN,MEN,0.778947,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,400 500 600 and team,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [""500/600:m""], [], [], [""200"", ""400"", ""military"", ""rifle""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [], [""200:m""], [], [], [""military"", ""rifle""]]",500/600:m,200:m,,,team,,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
727,"Military Rifle, 200, 400, 500 and 600 metres, Team, Men (Olympic)",2227,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",Shooting,Shooting,MEN,MEN,0.773109,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente2 | fuente3,,,shooting,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [""500/600:m""], [], [], [""200"", ""400"", ""military"", ""rifle""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [""500/600:m""], [], [], [""200"", ""400"", ""military"", ""rifle""]]",500/600:m,500/600:m,,,team,team,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
728,"Small-Bore Rifle, Prone, 50 metres, Team, Men (Olympic)",2610,"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team",Shooting,Shooting,MEN,MEN,0.732673,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente2 | fuente3,,,shooting,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [""50:m""], [], [], [""bore"", ""prone"", ""rifle"", ""small""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [""50:m""], [], [], [""bore"", ""prone"", ""rifle"", ""small""]]",50:m,50:m,,,team,team,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
729,"Small-Bore Rifle, Any Position, 50 metres, Men (Olympic)",2438,"Shooting Men's Small-Bore Rifle, Any Position, 50 metres",Shooting,Shooting,MEN,MEN,0.742857,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente2 | fuente3,,,shooting,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [], [""50:m""], [], [], [""any"", ""bore"", ""position"", ""rifle"", ""small""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [], [""50:m""], [], [], [""any"", ""bore"", ""position"", ""rifle"", ""small""]]",50:m,50:m,,,,,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
730,"Small-Bore Rifle, Disappearing Target, 25 metres, Men (Olympic)",752,"Small-Bore Rifle, Disappearing Target, 25 metres, Team, Men (Olympic)",Shooting,Shooting,MEN,MEN,0.958678,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1912', 'Summer')]",,team,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [], [""25:m""], [], [], [""bore"", ""disappearing"", ""rifle"", ""small"", ""target""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [""25:m""], [], [], [""bore"", ""disappearing"", ""rifle"", ""small"", ""target""]]",25:m,25:m,,,,team,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
730,"Small-Bore Rifle, Disappearing Target, 25 metres, Men (Olympic)",2439,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres",Shooting,Shooting,MEN,MEN,0.773109,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente2 | fuente3,,,shooting,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [], [""25:m""], [], [], [""bore"", ""disappearing"", ""rifle"", ""small"", ""target""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [], [""25:m""], [], [], [""bore"", ""disappearing"", ""rifle"", ""small"", ""target""]]",25:m,25:m,,,,,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
730,"Small-Bore Rifle, Disappearing Target, 25 metres, Men (Olympic)",2576,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team",Shooting,Shooting,MEN,MEN,0.774194,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente2 | fuente3,,,shooting team,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [], [""25:m""], [], [], [""bore"", ""disappearing"", ""rifle"", ""small"", ""target""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [""25:m""], [], [], [""bore"", ""disappearing"", ""rifle"", ""small"", ""target""]]",25:m,25:m,,,,team,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
752,"Small-Bore Rifle, Disappearing Target, 25 metres, Team, Men (Olympic)",2576,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team",Shooting,Shooting,MEN,MEN,0.790698,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente2 | fuente3,,,shooting,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [""25:m""], [], [], [""bore"", ""disappearing"", ""rifle"", ""small"", ""target""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [""25:m""], [], [], [""bore"", ""disappearing"", ""rifle"", ""small"", ""target""]]",25:m,25:m,,,team,team,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
1963,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",2610,"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team",Shooting,Shooting,MEN,MEN,0.949495,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,,,team,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [], [""50:m""], [], [], [""bore"", ""prone"", ""rifle"", ""small""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [""50:m""], [], [], [""bore"", ""prone"", ""rifle"", ""small""]]",50:m,50:m,,,,team,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
1965,Shooting Men's Trap,2345,Shooting Men's Double Trap,Shooting,Shooting,MEN,MEN,0.844444,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')] | fuente3:[('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')]",,double,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [], [], [], [], [""trap""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""double""], [], [], [], [""trap""]]",,,,,,double,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
1965,Shooting Men's Trap,2480,"Shooting Men's Trap, Team",Shooting,Shooting,MEN,MEN,0.883721,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1908', 'Summer'), ('1912', 'Summer'), ('1920', 'Summer'), ('1924', 'Summer')] | fuente3:[('1908', 'Summer'), ('1912', 'Summer'), ('1920', 'Summer'), ('1924', 'Summer')]",,team,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [], [], [], [], [""trap""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [], [], [], [""trap""]]",,,,,,team,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
2054,"Shooting Men's Free Pistol, 50 metres",2270,"Shooting Men's Free Pistol, 50 metres, Team",Shooting,Shooting,MEN,MEN,0.935065,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1900', 'Summer'), ('1912', 'Summer'), ('1920', 'Summer')] | fuente3:[('1900', 'Summer'), ('1912', 'Summer'), ('1920', 'Summer')]",,team,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [], [""50:m""], [], [], [""free"", ""pistol""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [""50:m""], [], [], [""free"", ""pistol""]]",50:m,50:m,,,,team,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
2224,"Shooting Men's Free Rifle, Three Positions, 300 metres",2271,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Shooting,Shooting,MEN,MEN,0.954128,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1900', 'Summer'), ('1908', 'Summer'), ('1912', 'Summer'), ('1920', 'Summer')] | fuente3:[('1900', 'Summer'), ('1908', 'Summer'), ('1912', 'Summer'), ('1920', 'Summer')]",,team,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [], [""300:m""], [], [], [""free"", ""positions"", ""rifle"", ""three""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [""300:m""], [], [], [""free"", ""positions"", ""rifle"", ""three""]]",300:m,300:m,,,,team,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
2227,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",2533,"Shooting Men's Military Rifle, 200 metres",Shooting,Shooting,MEN,MEN,0.792079,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,,400 500 600 and team,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [""500/600:m""], [], [], [""200"", ""400"", ""military"", ""rifle""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [], [""200:m""], [], [], [""military"", ""rifle""]]",500/600:m,200:m,,,team,,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
2228,"Shooting Men's Military Rifle, Prone, 300 metres",2272,"Shooting Men's Military Rifle, Prone, 300 metres, Team",Shooting,Shooting,MEN,MEN,0.948454,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1920', 'Summer')] | fuente3:[('1920', 'Summer')]",,team,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [], [""300:m""], [], [], [""military"", ""prone"", ""rifle""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [""300:m""], [], [], [""military"", ""prone"", ""rifle""]]",300:m,300:m,,,,team,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
2244,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",2272,"Shooting Men's Military Rifle, Prone, 300 metres, Team",Shooting,Shooting,MEN,MEN,0.769231,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1920', 'Summer')] | fuente3:[('1920', 'Summer')]",600 and metres,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [""300:m"", ""600:m""], [], [], [""and"", ""military"", ""prone"", ""rifle""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [""300:m""], [], [], [""military"", ""prone"", ""rifle""]]",300:m | 600:m,300:m,,,team,team,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
2244,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",2273,"Shooting Men's Military Rifle, Prone, 600 metres, Team",Shooting,Shooting,MEN,MEN,0.803419,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1920', 'Summer')] | fuente3:[('1920', 'Summer')]",300 and metres,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [""300:m"", ""600:m""], [], [], [""and"", ""military"", ""prone"", ""rifle""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [""600:m""], [], [], [""military"", ""prone"", ""rifle""]]",300:m | 600:m,600:m,,,team,team,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
2244,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",2570,"Shooting Men's Military Rifle, Prone, 600 metres",Shooting,Shooting,MEN,MEN,0.75,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1920', 'Summer')] | fuente3:[('1920', 'Summer')]",300 and metres team,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [""300:m"", ""600:m""], [], [], [""and"", ""military"", ""prone"", ""rifle""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [], [""600:m""], [], [], [""military"", ""prone"", ""rifle""]]",300:m | 600:m,600:m,,,team,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
2253,"Shooting Men's Running Target, Single Shot",2437,"Shooting Men's Running Target, Single And Double Shot",Shooting,Shooting,MEN,MEN,0.88172,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,,,and double,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""shot"", ""single""], [], [], [], [""running"", ""target""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""double"", ""shot"", ""single""], [], [], [], [""and"", ""running"", ""target""]]",,,,,shot | single,double | shot | single,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
2253,"Shooting Men's Running Target, Single Shot",2487,"Shooting Men's Running Target, Single Shot, Team",Shooting,Shooting,MEN,MEN,0.942529,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1908', 'Summer'), ('1912', 'Summer'), ('1920', 'Summer'), ('1924', 'Summer')] | fuente3:[('1908', 'Summer'), ('1912', 'Summer'), ('1920', 'Summer'), ('1924', 'Summer')]",,team,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""shot"", ""single""], [], [], [], [""running"", ""target""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""shot"", ""single"", ""team""], [], [], [], [""running"", ""target""]]",,,,,shot | single,shot | single | team,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
2254,"Shooting Men's Running Target, Double Shot",2437,"Shooting Men's Running Target, Single And Double Shot",Shooting,Shooting,MEN,MEN,0.88172,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,,,and single,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""double"", ""shot""], [], [], [], [""running"", ""target""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""double"", ""shot"", ""single""], [], [], [], [""and"", ""running"", ""target""]]",,,,,double | shot,double | shot | single,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
2254,"Shooting Men's Running Target, Double Shot",2502,"Shooting Men's Running Target, Double Shot, Team",Shooting,Shooting,MEN,MEN,0.942529,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1920', 'Summer'), ('1924', 'Summer')] | fuente3:[('1920', 'Summer'), ('1924', 'Summer')]",,team,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""double"", ""shot""], [], [], [], [""running"", ""target""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""double"", ""shot"", ""team""], [], [], [], [""running"", ""target""]]",,,,,double | shot,double | shot | team,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
2273,"Shooting Men's Military Rifle, Prone, 600 metres, Team",2570,"Shooting Men's Military Rifle, Prone, 600 metres",Shooting,Shooting,MEN,MEN,0.948454,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1920', 'Summer')] | fuente3:[('1920', 'Summer')]",team,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [""team""], [""600:m""], [], [], [""military"", ""prone"", ""rifle""]]","[""shooting"", ""shooting"", ""men"", ""adult"", ""medal"", [], [""600:m""], [], [], [""military"", ""prone"", ""rifle""]]",600:m,600:m,,,team,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
